S/N,EMPLOYER CODE,OLD EMPLOYER CODE,REGISTRATION,NAME,SECTOR
"12,151",PR0000377985, ,377985,L. N. ENGINEERING AND CONSTRUCTION GROUP LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,152",PR0000056999, ,56999,L. OMONA GOLDEN INV. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,153",PR0000693117, ,693117,L.N.B ENGINEERING AND CONSTRUCTION LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,154",PR0000623483, ,RE623483,LA MURRAY INTERGLOBAL ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,155",PR0000993443, ,993443,LA SOURCE DE CLASSIQUE NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,156",PR0000449584, ,RE449584,LA-ANN ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,157",PR0000061001, ,1437468,LA-EXQUISITE PROFESSIONAL LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,158",PR0001292161, ,1292161,LA-KKHAFAD ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,159",PR0000019546, ,RE019546,LA-MOD ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,160",PR0000046311, ,RE046311,LABEICO ENGINEERING COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,161",PR0000021813, ,21813,LABIDIS TECHNICAL COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,162",PR0000627953, ,RE627953,LABO ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,163",PR0000940031, ,940031,LABQUEST ENGINEERING SOLUTIONS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,164",PR0000067438, ,841706,LACHOSO ENGINEERING SYSTEMS NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,165",PR0000011713, ,RE011713,LACO ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,166",PR0000030331, ,30331,LADASOK ENG. WORKS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,167",PR0000002628, ,RE002628,LADI ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,168",PR0000169394, ,RE169394,LADOX ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,169",PR0000625228, ,RE625228,LAFRED ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,170",PR0000009399, ,RE009399,LAGGERS ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,171",PR0000005819, ,RE005819,LAGOS MARINE ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,172",PR0000017056, ,RE017056,LAIBOD ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,173",PR0000656567, ,656567,LAILA CONSTRUCTION & ENGINEERING CO LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,174",PR0000015346, ,RE015346,LAILA MECHANICAL ENGINEERING SERVICES AND CONTRACTING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,175",PR0001436473, ,1436473,LAJEC ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,176",PR0000347722, ,347722,LAKUZA ENGINEERING SER. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,177",PR0000263372, ,263372,LAMDAY ENGINEERING COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,178",PR0001014411, ,1014411,LAMELLA CIVIL ENGINEERING WORKS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,179",PR0000737612, ,RE737612,LAMIN ENGINEERING AND PROPERTIES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,180",PR0000624915, ,624915,LAMPERS ENGINEERING AND CONSTRUCTION LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,181",PR0000064788, ,RE064788,LANCO ENGINEER CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,182",PR0000625144, ,625144,LAND & WATER MANAGEMENT NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,183",PR0000344040, ,344040,LAND BASE ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,184",PR0000210971, ,RE210971,LAND GOLD WELD & STRUCTURAL ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,185",PR0000635948, ,635948,LAND PASSENGERS AND HAULAGE CO. NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,186",PR0000617135, ,617135,LAND SCAPE CONSTRUCTION & WATER ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,187",PR0000417982, ,417982,LAND TECHNICS AND ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,188",BR0000600072,PRTEMP003736,600072,LANDEV PARTNERS,"Civil, Chemical and Mechanical Engineering Services"
"12,189",PR0000859919, ,859919,LANDGOLD CONSULTING ENGINEERS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,190",PR0000635332, ,RE635332,LANDMARK ENGINEERING CO. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,191",PR0000874289, ,RE874289,LANDSAND ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,192",PR0000606199, ,RE606199,LANDSCAPE ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,193",PR0000022746, ,22746,LANGRAD ENGR. & MFG. CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,194",PR0000014444, ,RE014444,LANLEK ENGINEERING INDUSTRIAL NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,195",PR0000197997, ,197997,LANSEN ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,196",PR0000643290, ,RE643290,LANTIC ENGINEERING CO. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,197",PR0000505823, ,RE505823,LANTRIX ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,198",PR0000727140, ,727140,LANYEM ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,199",PR0000635986, ,RE635986,LANZA CHEMICALS AND ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,200",PR0001321892, ,1321892,LARADEB ENGINEERING CONSULTING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,201",PR0000021656, ,RE021656,LARENSO GROUP OF ENGINEERS (NIG.) LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,202",PR0000423152, ,RE423152,LARIO ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,203",PR0000061342, ,RE061342,LAROF ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,204",PR0001299460, ,1299460,LAS VEGAS SCIENTIFIC TECHNOLOGIES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,205",PRTEMP006584, ,NO3045,LAST DAYS MESSENGERS MISSION NIGERIA,"Civil, Chemical and Mechanical Engineering Services"
"12,206",PR0000218326, ,. 218326,LAT KENTY NIG LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,207",PR0000655201, ,RE655201,LAT- RA ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,208",PR0001327681, ,1327681,LATAEN ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,209",PR0000067655, ,RE067655,LATCON ENGINEERING NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,210",PR0000040430, ,1288294,LATEV ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,211",PR0000946791, ,946791,LATINI ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,212",PR0000016942, ,16942,LATISCO INTERNATIONAL ENGR. CO. [NIG] LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,213",PR0000047358, ,RE047358,LATMOS ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,214",PR0000208227, ,RE208227,LATOYE ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,215",PR0000022660, ,RE022660,LATSON AZEEZ ELECTRICAL ENGINEERING WORKS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,216",PR0001010194, ,1010194,LATSUL ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,217",PR0001240363, ,1240363,LATTICE ENERGY & ENGINEERS CONSULTANTS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,218",PR0000660101, ,660101,LAVISH MINERALS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,219",PR0000890282, ,RE890282,LAW MASTER GLOBAL ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,220",PR0000008735, ,RE008735,LAWADEK ELECTRICAL ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,221",PR0001250232, ,1250232,LAWNEDS ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,222",PR0000688031, ,688031,LAWRENAG ENGINEERING CONSULTANCY SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,223",PR0000132697, ,132697,LAXAMY ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,224",PR0000012943, ,RE012943,LAYES ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,225",PR0000032931, ,RE032931,LAZ ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,226",PR0001403907, ,1403907,LCM ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,227",PR0000337151, ,RE337151,LEAD ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,228",PR0000384487, ,RE384487,LEAD SYSTEMS ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,229",PR0001100109, ,1100109,LEADCON ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,230",PR0001046829, ,1046829,LEADING DIAGONAL ENGINEERING NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,231",PR0000707439, ,RE707439,LEADVILLE ENGINEERING AND DESIGN COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,232",PR0000627516, ,RE627516,LEARNING ENGINEERING CONSULTANTS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,233",PR0000645683, ,RE645683,LEATHWELL ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,234",PR0000009353, ,RE009353,LEC FISHING AND ENGINEERING WORKS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,235",PR0000010369, ,10369,LECCO ENGINEERING CONSTRUCTION NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,236",PR0000172047, ,RE172047,LEE BROWN ENGINEERING ASSOCIATES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,237",PR0000042189, ,42189,LEEDS ENGR. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,238",PR0001516074, ,1516074,LEEMKEEM OIL & GAS ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,239",PR0000289178, ,RE289178,LEES ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,240",PR0001145350, ,BN 2186632,LEGACY DRILLING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,241",PR0000510487, ,RE510487,LEGACY ENGINEERING TECHNOLOGIES SYSTEMS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,242",PR0000653176, ,RE653176,LEGEND ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,243",PR0000038231, ,1425565,LEGENDARKITECTS TURNKEY PROJECTS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,244",PR0000446171, ,446171,LEGENG ENGINEERING NIGERIA NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,245",PR0000451565, ,451565,LEGRANDE ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,246",PR0000023110, ,RE023110,LEKMEC ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,247",PR0000076339, ,RE076339,LELNA ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,248",PR0000617511, ,RE617511,LEMACO ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,249",PR0000036896, ,RE036896,LEMIT ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,250",PR0000793838, ,2006703,LEMON DRILLERS NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,251",PR0000604002, ,604002,LENOTECH NIG LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,252",PR0000041070, ,1600107,LEO DEEP-OCEAN SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,253",PR0000938594, ,RE938594,LEOBOB ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,254",PR0000023985, ,RE023985,LEONADO ENGINEERING (NIG). LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,255",PR0001425386, ,1425386,LEOSMAJENY ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,256",PR0000871858, ,871858,LEOTECH ENGINEERING AND CONSTRUCTION LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,257",PR0001496632, ,1496632,LER-NOX ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,258",PR0000903971, ,RE903971,LESLICON ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,259",PR0000648320, ,RE648320,LEUMAS ENGINEERING NIG LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,260",PR0000010283, ,10283,LEVENTIS TECHNICAL PLC,"Civil, Chemical and Mechanical Engineering Services"
"12,261",PR0001015613, ,1015613,LEXICON ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,262",PR0000650927, ,650927,LEXUS ENGINEERING & CONSTRUCTION SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,263",PR0000813540, ,813540,LIBRA ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,264",PR0000062801, ,RE062801,LIDAN ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,265",PR0000895207, ,895207,LIDEA ENGINEERING COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,266",PR0002009372, ,2009372,LIETON ENGINEERING DESIGNS AND SERVICES,"Civil, Chemical and Mechanical Engineering Services"
"12,267",PR0000372941, ,RE372941,LIFE-FORCE ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,268",PR0001044148, ,1044148,LIGHT BLUE BRIGHT CONTRUCTION COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,269",PR0000018588, ,RE018588,LIGHT ENGINEERING PRODUCTS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,270",PR0000980010, ,980010,LIGHT UP ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,271",PR0000038637, ,RE038637,LIGHTHOUSE PETROLEUM ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,272",PR0000631407, ,631407,LIGHTNNING PROTECTION NIG. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,273",PR0001080337, ,1080337,LIGHTYEAR ENGINEERING COMPANY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,274",PR0000677272, ,677272,LIKEPOLES CONSULT ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,275",PR0000262970, ,RE262970,LIKO ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,276",PR0000029312, ,29312,LILLEKER BROTHERS (NIGERIA) LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,277",PR0000641539, ,RE641539,LILOM ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,278",PR0000643028, ,RE643028,LIMBO ENGINEERING COMPANY NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,279",PR0000728077, ,RE728077,LIMITLESS ENGINEERING CONSULTANTS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,280",PR0000024128, ,RE024128,LINCOLN WELDING & ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,281",PR0000265217, ,RE265217,LINE-PIPE CORROTION AND ENGINEERING CO.LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,282",PR0001138752, ,1138752,LINEAGE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,283",PR0001390629, ,1390629,LINEAR ENGINEERING PROJECTS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,284",PR0001141516, ,1141516,LINES & PRECEPTS GLOBAL ENGINEERING CONSULTS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,285",PR0000180530, ,RE180530,LINK ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,286",PR0000242562, ,RE242562,LINKLINES ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,287",PR0000636982, ,RE636982,LINKTECH ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,288",PR0001235595, ,1235595,LINN ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,289",PR0000614780, ,614780,LION PAINTS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,290",PR0001282974, ,1282974,LIPHAT ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,291",PR0000713516, ,713516,LIQUIDFIRE ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,292",PR0001094705, ,1094705,LIQUIDGAS ENGINEERING TECHNICAL SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,293",PR0000032142, ,1161456,LITEBRINE CONSULTING ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,294",PR0000058993, ,1115195,LITEVILLE ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,295",PR0000001303, ,1303,LITEWATE TRUCK COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,296",PR0000075620, ,1838306,LIVE TRUST GLOBAL ENGINEERING CONCEPT LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,297",PR0000020587, ,20587,LIVINGSTONE DRILLING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,298",PR0000754689, ,RE754689,LIZ-PEE ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,299",PR0001107837, ,1107837,LLEDPAK REAL DEAL ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,300",PR0000714628, ,RE714628,LLOYD AND JONES ENGINEERS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,301",PR0000657509, ,RE657509,LMG ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,302",PR0000488954, ,488954,LN OUTSOURCING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,303",PR0000497302, ,497302,LOASON ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,304",PR0002010432, ,212615,LOBEE ELECTRICAL & MECHANICAL COMPANY,"Civil, Chemical and Mechanical Engineering Services"
"12,305",PR0000079676, ,RE079676,LOCET ENGINEERING SERVICES NIGERIA LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,306",PR0000818611, ,RE818611,LOCKEG ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,307",PR0000641644, ,RE641644,LOFAB ENGINEERING SERVICES NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,308",PR0000730459, ,730459,LOG INSTRUMENTATION & MECHANICAL COY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,309",PR0000729094, ,729094,LOGGIANO CONSTRUCTION AND ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,310",PR0000304214, ,RE304214,LOGIC GATES ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,311",PR0000420116, ,RE420116,LOGISTICS AND ENGINEERING SUPPORT SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,312",PR0000613762, ,RE613762,LOGISTICS AND GLOBAL ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,313",PR0000742343, ,RE742343,LOGITRADE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,314",PR0000637131, ,637131,LOGO CONSTRUCTION AND ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,315",PR0000002045, ,1425928,LOI-CON ENGINEERING NIGERIA LIMITED ,"Civil, Chemical and Mechanical Engineering Services"
"12,316",PR0000611563, ,RE611563,LOITTE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,317",PR0000813105, ,813105,LOJ ENGINEERING CONSULTANTS NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,318",PR0000996062, ,996062,LOKACHI TECH LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,319",PR0001022425, ,1022425,LOMAFEM ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,320",PR0000645099, ,RE645099,LOME CATERING AND ENGINEERING SERVICES NIG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,321",PR0000244564, ,RE244564,LONA ENGINEERING NIG. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,322",PR0000000612, ,612,LONDON NIG. MINES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,323",PR0000024384, ,1484162,LONGI ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,324",PR0001082815, ,1082815,LORD SPANDO ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,325",PR0000896634, ,896634,LORD'S GLORY PROPERTIES & ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,326",PR0000047200, ,761025,LORDFEM ENGINEERING & SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,327",PR0000761025, ,RE761025,LORDFEM ENGINEERING AND SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,328",PR0001109644, ,1109644,LORDGATE ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,329",PR0000053058, ,53058,LORIK WATER & CIVIL ENG LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,330",PR0000296923, ,RE296923,LOVE ENGINEERING CONSULTANTS LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,331",PR0000969605, ,969605,LOVE-TECH ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,332",PR0001353716, ,1353716,LRZEE ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,333",PR0000915088, ,915088,LS AUTOMATION LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,334",PR0000041218, ,822825,LUBESERVE ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,335",PR0001280953, ,1280953,LUCKOYA ENGINEERING NIG. LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,336",PR0001430544, ,1430544,LUCKY & ANE LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,337",PR0000001056, ,1056,LUCKY CHANCE MINES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,338",PR0000067063, ,RE067063,LUCKY EDMAN ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,339",PR0000256991, ,256991,LUDAM ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,340",PR0001308117, ,1308117,LUECENT ENGINEERING COY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,341",PR0000607760, ,RE607760,LUFEM ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,342",PR0000643515, ,RE643515,LUFF-BORO ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,343",PR0000641210, ,641210,LUKAM STEEL CONSTRUCTION ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,344",PR0000652282, ,RE652282,LUKAS SURVEYS & ENGINEERING SERVICES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,345",PR0000641071, ,RE641071,LUKSHO ENGINEERING WORKS NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,346",PR0001171479, ,1171479,LUPAD ENGINEERING LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,347",PR0000021868, ,RE021868,LUSAT ENGINEERING NIGERIA LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,348",PR0000491524, ,RE491524,LUSH TECH ENGINEERING COMPANY LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,349",PR0000705620, ,705620,LUSTER PAINTS & CHEMICALS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,350",PR0000021672, ,21672,LUTAR ENGINEERING & CONSTRUCTION LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,351",PR0000121387, ,RE121387,LYDRO ENGINEERING (NIGERIA) LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,352",PR0000396870, ,RE396870,LYK ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,353",PR0000509020, ,RE509020,LYNSTAR ENGINEERING SERVICES AND KONSULTANCY LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,354",PR0000173224, ,173224,LYNZ ASSOICATES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,355",PR0000605513, ,RE605513,L`AUTORITE ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,356",PR0000908497, ,908497,M & C IDEAL BIZ LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,357",PR0000605134, ,RE605134,M & J ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,358",PR0000929838, ,RE929838,M AND E ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,359",PR0000725412, ,RE725412,M AND M MARINE ENGINEERING SERVIES LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,360",PR0000065589, ,1430801,M BEJET ENGINEERING SERVICES LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,361",BR0000809649,PRTEMP003735,809649,M T I PARTNERSHIP,"Civil, Chemical and Mechanical Engineering Services"
"12,362",PR0001115000, ,2000867,M. D DRILLERS LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,363",PR0000065390, ,RE065390,M. ENGINEERING WORKS NIG. LTD,"Civil, Chemical and Mechanical Engineering Services"
"12,364",PR0000469531, ,RE469531,M.E.C. ENGINEERING LIMITED,"Civil, Chemical and Mechanical Engineering Services"
"12,365",PR0000192670, ,RE192670,M.E.R. ENGINEERING CO. LTD,"Civil, Chemical and Mechanical Engineering Services"
